,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,redTopIndex,redTopName,redTopPlay,redJungleIndex,redJungleName,redJunglePlay,redMidIndex,redMidName,redMidPlay,redBotIndex,redBotName,redBotPlay,redSupportIndex,redSupportName,redSupportPlay,realistic_blue,realistic_red,blue_excel_early,blue_excel_mid,blue_excel_late,red_excel_early,red_excel_mid,red_excel_late,language,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,blue_excel_general,TFearly,TFlate
55,122,Tryndamere,0.008545828,99,Sejuani,0.016076073,140,Yasuo,0.027926053,15,Caitlyn,0.057982788,89,Qiyana,0.001246638,,,,,,,,,,,,,,,,3,,0.67,,0.79,,,,English,20,Male,2,Itâ€™s hard to tell the possible success of a team comp without knowing the team comp of the other team. Thereâ€™s also mid game thatâ€™s a certain point of contention for some characters/comps. ,Safari,iPhone/iPod,667,375,20.7514,8,0.64,,
56,122,Tryndamere,0.008545828,99,Sejuani,0.016076073,140,Yasuo,0.027926053,15,Caitlyn,0.057982788,89,Qiyana,0.001246638,,,,,,,,,,,,,,,,3,,0.67,,0.79,,,,English,20,Male,2,Itâ€™s hard to tell the possible success of a team comp without knowing the team comp of the other team. Thereâ€™s also mid game thatâ€™s a certain point of contention for some characters/comps. ,Safari,iPhone/iPod,667,375,20.7514,8,0.64,FALSE,TRUE
57,20,Darius,0.027266392,71,Master Yi,0.02992052,140,Yasuo,0.027926053,120,Tristana,0.012472678,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,,,,,,,English,20,Male,2,Itâ€™s hard to tell the possible success of a team comp without knowing the team comp of the other team. Thereâ€™s also mid game thatâ€™s a certain point of contention for some characters/comps. ,Safari,iPhone/iPod,667,375,20.7514,8,,,
58,20,Darius,0.027266392,71,Master Yi,0.02992052,140,Yasuo,0.027926053,120,Tristana,0.012472678,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,0.56,,0.78,,,,English,20,Male,2,Itâ€™s hard to tell the possible success of a team comp without knowing the team comp of the other team. Thereâ€™s also mid game thatâ€™s a certain point of contention for some characters/comps. ,Safari,iPhone/iPod,667,375,20.7514,8,0.69,,
59,20,Darius,0.027266392,71,Master Yi,0.02992052,140,Yasuo,0.027926053,120,Tristana,0.012472678,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,0.56,,0.78,,,,English,20,Male,2,Itâ€™s hard to tell the possible success of a team comp without knowing the team comp of the other team. Thereâ€™s also mid game thatâ€™s a certain point of contention for some characters/comps. ,Safari,iPhone/iPod,667,375,20.7514,8,0.69,FALSE,TRUE
0,0,Aatrox,0.016620155,72,Master Yi,0.02992052,21,Diana,0.021770914,7,Aphelios,0.029853671,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
1,0,Aatrox,0.016620155,72,Master Yi,0.02992052,21,Diana,0.021770914,7,Aphelios,0.029853671,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,0.27,,0.98,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.47,,
2,0,Aatrox,0.016620155,72,Master Yi,0.02992052,21,Diana,0.021770914,7,Aphelios,0.029853671,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,0.27,,0.98,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.47,TRUE,TRUE
3,20,Darius,0.027266392,36,Graves,0.019446324,136,Wukong,0.000976414,47,Jinx,0.023751141,112,Sylas,0.00500429,,,,,,,,,,,,,,,,2,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
4,20,Darius,0.027266392,36,Graves,0.019446324,136,Wukong,0.000976414,47,Jinx,0.023751141,112,Sylas,0.00500429,,,,,,,,,,,,,,,,2,,0,,0.75,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.18,,
5,20,Darius,0.027266392,36,Graves,0.019446324,136,Wukong,0.000976414,47,Jinx,0.023751141,112,Sylas,0.00500429,,,,,,,,,,,,,,,,2,,0,,0.75,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.18,FALSE,TRUE
6,94,Renekton,0.01481854,43,Jarvan IV,0.034591321,79,Neeko,0.004954702,48,Kai'Sa,0.054491897,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
7,94,Renekton,0.01481854,43,Jarvan IV,0.034591321,79,Neeko,0.004954702,48,Kai'Sa,0.054491897,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,1,,1,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.71,,
8,94,Renekton,0.01481854,43,Jarvan IV,0.034591321,79,Neeko,0.004954702,48,Kai'Sa,0.054491897,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,1,,1,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.71,TRUE,TRUE
9,101,Sett,0.025955061,43,Jarvan IV,0.034591321,17,Cassiopeia,0.009697575,128,Vayne,0.038461798,109,Sona,0.008708863,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
10,101,Sett,0.025955061,43,Jarvan IV,0.034591321,17,Cassiopeia,0.009697575,128,Vayne,0.038461798,109,Sona,0.008708863,,,,,,,,,,,,,,,,4,,0.34,,1,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.49,,
11,101,Sett,0.025955061,43,Jarvan IV,0.034591321,17,Cassiopeia,0.009697575,128,Vayne,0.038461798,109,Sona,0.008708863,,,,,,,,,,,,,,,,4,,0.34,,1,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.49,FALSE,TRUE
12,141,Yorick,0.003743418,93,Rek'Sai,0.018763837,116,Talon,0.010478464,27,Ezreal,0.087241988,78,Nautilus,0.040703463,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
13,141,Yorick,0.003743418,93,Rek'Sai,0.018763837,116,Talon,0.010478464,27,Ezreal,0.087241988,78,Nautilus,0.040703463,,,,,,,,,,,,,,,,4,,0.98,,0.98,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.51,,
14,141,Yorick,0.003743418,93,Rek'Sai,0.018763837,116,Talon,0.010478464,27,Ezreal,0.087241988,78,Nautilus,0.040703463,,,,,,,,,,,,,,,,4,,0.98,,0.98,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.51,TRUE,TRUE
15,39,Illaoi,0.005454212,51,Karthus,0.012184297,81,Nocturne,0.001942832,137,Xayah,0.012588344,13,Brand,0.011439853,,,,,,,,,,,,,,,,3,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
16,39,Illaoi,0.005454212,51,Karthus,0.012184297,81,Nocturne,0.001942832,137,Xayah,0.012588344,13,Brand,0.011439853,,,,,,,,,,,,,,,,3,,0.45,,0.98,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.4,,
17,39,Illaoi,0.005454212,51,Karthus,0.012184297,81,Nocturne,0.001942832,137,Xayah,0.012588344,13,Brand,0.011439853,,,,,,,,,,,,,,,,3,,0.45,,0.98,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.4,FALSE,TRUE
18,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
19,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,,,,,,,,,,,,,,,,4,,0,,0.9,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.33,,
20,122,Tryndamere,0.008545828,43,Jarvan IV,0.034591321,140,Yasuo,0.027926053,128,Vayne,0.038461798,63,Leona,0.037140964,,,,,,,,,,,,,,,,4,,0,,0.9,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.33,FALSE,TRUE
21,56,Kennen,0.002550462,43,Jarvan IV,0.034591321,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,100,Senna,0.068278741,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
22,56,Kennen,0.002550462,43,Jarvan IV,0.034591321,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,100,Senna,0.068278741,,,,,,,,,,,,,,,,4,,0.98,,0.99,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.99,,
23,56,Kennen,0.002550462,43,Jarvan IV,0.034591321,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,100,Senna,0.068278741,,,,,,,,,,,,,,,,4,,0.98,,0.99,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.99,TRUE,TRUE
24,33,Garen,0.03438593,102,Shaco,0.020697434,21,Diana,0.021770914,48,Kai'Sa,0.054491897,63,Leona,0.037140964,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
25,33,Garen,0.03438593,102,Shaco,0.020697434,21,Diana,0.021770914,48,Kai'Sa,0.054491897,63,Leona,0.037140964,,,,,,,,,,,,,,,,4,,1,,1,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.99,,
26,33,Garen,0.03438593,102,Shaco,0.020697434,21,Diana,0.021770914,48,Kai'Sa,0.054491897,63,Leona,0.037140964,,,,,,,,,,,,,,,,4,,1,,1,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.99,TRUE,TRUE
27,95,Rengar,0.00241798,104,Shyvana,0.012588344,30,Fizz,0.014878033,7,Aphelios,0.029853671,146,Zilean,0.008817837,,,,,,,,,,,,,,,,3,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
28,95,Rengar,0.00241798,104,Shyvana,0.012588344,30,Fizz,0.014878033,7,Aphelios,0.029853671,146,Zilean,0.008817837,,,,,,,,,,,,,,,,3,,0.97,,0.98,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.24,,
29,95,Rengar,0.00241798,104,Shyvana,0.012588344,30,Fizz,0.014878033,7,Aphelios,0.029853671,146,Zilean,0.008817837,,,,,,,,,,,,,,,,3,,0.97,,0.98,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.24,TRUE,TRUE
30,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
31,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,0.5,,0.79,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.52,,
32,85,Ornn,0.019384113,143,Zac,0.038810658,61,LeBlanc,0.016802183,7,Aphelios,0.029853671,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,0.5,,0.79,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.52,TRUE,TRUE
33,74,Mordekaiser,0.0227255,62,Lee Sin,0.101489841,81,Nocturne,0.001942832,73,Miss Fortune,0.060379907,66,Lulu,0.029720048,,,,,,,,,,,,,,,,3,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
34,74,Mordekaiser,0.0227255,62,Lee Sin,0.101489841,81,Nocturne,0.001942832,73,Miss Fortune,0.060379907,66,Lulu,0.029720048,,,,,,,,,,,,,,,,3,,0.81,,0.48,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.66,,
35,74,Mordekaiser,0.0227255,62,Lee Sin,0.101489841,81,Nocturne,0.001942832,73,Miss Fortune,0.060379907,66,Lulu,0.029720048,,,,,,,,,,,,,,,,3,,0.81,,0.48,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.66,TRUE,TRUE
36,101,Sett,0.025955061,4,Amumu,0.013930991,89,Qiyana,0.008491598,124,Twitch,0.004954702,91,Rakan,0.013930991,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
37,101,Sett,0.025955061,4,Amumu,0.013930991,89,Qiyana,0.008491598,124,Twitch,0.004954702,91,Rakan,0.013930991,,,,,,,,,,,,,,,,4,,0.71,,0.99,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.97,,
38,101,Sett,0.025955061,4,Amumu,0.013930991,89,Qiyana,0.008491598,124,Twitch,0.004954702,91,Rakan,0.013930991,,,,,,,,,,,,,,,,4,,0.71,,0.99,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.97,FALSE,TRUE
39,56,Kennen,0.002550462,92,Rammus,0.009146101,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,100,Senna,0.068278741,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
40,56,Kennen,0.002550462,92,Rammus,0.009146101,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,100,Senna,0.068278741,,,,,,,,,,,,,,,,4,,0.69,,0.96,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.54,,
41,56,Kennen,0.002550462,92,Rammus,0.009146101,112,Sylas,0.018578414,48,Kai'Sa,0.054491897,100,Senna,0.068278741,,,,,,,,,,,,,,,,4,,0.69,,0.96,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.54,TRUE,TRUE
42,16,Camille,0.007102611,99,Sejuani,0.016076073,17,Cassiopeia,0.009697575,27,Ezreal,0.087241988,130,Vel'Koz,0.007366476,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
43,16,Camille,0.007102611,99,Sejuani,0.016076073,17,Cassiopeia,0.009697575,27,Ezreal,0.087241988,130,Vel'Koz,0.007366476,,,,,,,,,,,,,,,,4,,0.99,,0.99,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.98,,
44,16,Camille,0.007102611,99,Sejuani,0.016076073,17,Cassiopeia,0.009697575,27,Ezreal,0.087241988,130,Vel'Koz,0.007366476,,,,,,,,,,,,,,,,4,,0.99,,0.99,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.98,TRUE,TRUE
45,44,Jax,0.01535539,102,Shaco,0.020697434,140,Yasuo,0.027926053,65,Lucian,0.040703463,75,Morgana,0.027595894,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
46,44,Jax,0.01535539,102,Shaco,0.020697434,140,Yasuo,0.027926053,65,Lucian,0.040703463,75,Morgana,0.027595894,,,,,,,,,,,,,,,,4,,0.98,,0.99,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.99,,
47,44,Jax,0.01535539,102,Shaco,0.020697434,140,Yasuo,0.027926053,65,Lucian,0.040703463,75,Morgana,0.027595894,,,,,,,,,,,,,,,,4,,0.98,,0.99,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.99,TRUE,TRUE
48,133,Vladimir,0.009201005,87,Poppy,0.00341491,24,Ekko,0.011269181,128,Vayne,0.038461798,78,Nautilus,0.040703463,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
49,133,Vladimir,0.009201005,87,Poppy,0.00341491,24,Ekko,0.011269181,128,Vayne,0.038461798,78,Nautilus,0.040703463,,,,,,,,,,,,,,,,4,,0.99,,0.87,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.99,,
50,133,Vladimir,0.009201005,87,Poppy,0.00341491,24,Ekko,0.011269181,128,Vayne,0.038461798,78,Nautilus,0.040703463,,,,,,,,,,,,,,,,4,,0.99,,0.87,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.99,TRUE,TRUE
51,96,Riven,0.008491598,62,Lee Sin,0.101489841,144,Zed,0.020949202,47,Jinx,0.023751141,130,Vel'Koz,0.007366476,,,,,,,,,,,,,,,,3,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
52,96,Riven,0.008491598,62,Lee Sin,0.101489841,144,Zed,0.020949202,47,Jinx,0.023751141,130,Vel'Koz,0.007366476,,,,,,,,,,,,,,,,3,,0.98,,0.81,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.98,,
53,96,Riven,0.008491598,62,Lee Sin,0.101489841,144,Zed,0.020949202,47,Jinx,0.023751141,130,Vel'Koz,0.007366476,,,,,,,,,,,,,,,,3,,0.98,,0.81,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.74,TRUE,FALSE
54,2,Akali,0.002506171,108,Skarner,0.001567868,144,Zed,0.020949202,48,Kai'Sa,0.054491897,146,Zilean,0.008817837,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
55,2,Akali,0.002506171,108,Skarner,0.001567868,144,Zed,0.020949202,48,Kai'Sa,0.054491897,146,Zilean,0.008817837,,,,,,,,,,,,,,,,4,,0.99,,0.9,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.47,,
56,2,Akali,0.002506171,108,Skarner,0.001567868,144,Zed,0.020949202,48,Kai'Sa,0.054491897,146,Zilean,0.008817837,,,,,,,,,,,,,,,,4,,0.99,,0.9,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.47,TRUE,FALSE
57,20,Darius,0.027266392,58,Kindred,0.006115096,144,Zed,0.020949202,15,Caitlyn,0.057982788,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,,,,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,,,
58,20,Darius,0.027266392,58,Kindred,0.006115096,144,Zed,0.020949202,15,Caitlyn,0.057982788,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,0.35,,0.96,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.46,,
59,20,Darius,0.027266392,58,Kindred,0.006115096,144,Zed,0.020949202,15,Caitlyn,0.057982788,88,Pyke,0.033362055,,,,,,,,,,,,,,,,4,,0.35,,0.96,,,,English,19,Male,0,nava,Chrome,Windows,1080,1920,11.00916667,9,0.46,FALSE,TRUE
0,44,Jax,0.01535539,68,Malphite,0.001774534,21,Diana,0.021770914,48,Kai'Sa,0.054491897,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
1,44,Jax,0.01535539,68,Malphite,0.001774534,21,Diana,0.021770914,48,Kai'Sa,0.054491897,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,0.35,,1,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.89,,
2,44,Jax,0.01535539,68,Malphite,0.001774534,21,Diana,0.021770914,48,Kai'Sa,0.054491897,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,0.35,,1,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.89,FALSE,TRUE
3,33,Garen,0.03438593,24,Ekko,0.036034711,86,Pantheon,0.00500429,73,Miss Fortune,0.060379907,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
4,33,Garen,0.03438593,24,Ekko,0.036034711,86,Pantheon,0.00500429,73,Miss Fortune,0.060379907,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,0.75,,0.75,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.85,,
5,33,Garen,0.03438593,24,Ekko,0.036034711,86,Pantheon,0.00500429,73,Miss Fortune,0.060379907,66,Lulu,0.029720048,,,,,,,,,,,,,,,,4,,0.75,,0.75,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.85,TRUE,TRUE
6,118,Teemo,0.00741944,43,Jarvan IV,0.034591321,133,Vladimir,0.012878283,120,Tristana,0.012472678,109,Sona,0.008708863,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
7,118,Teemo,0.00741944,43,Jarvan IV,0.034591321,133,Vladimir,0.012878283,120,Tristana,0.012472678,109,Sona,0.008708863,,,,,,,,,,,,,,,,3,,0.35,,0.67,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.55,,
8,118,Teemo,0.00741944,43,Jarvan IV,0.034591321,133,Vladimir,0.012878283,120,Tristana,0.012472678,109,Sona,0.008708863,,,,,,,,,,,,,,,,3,,0.35,,0.67,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.55,FALSE,TRUE
9,105,Singed,0.004028892,134,Volibear,0.004609928,138,Xerath,0.005103712,128,Vayne,0.038461798,76,Nami,0.037765663,,,,,,,,,,,,,,,,4,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
10,105,Singed,0.004028892,134,Volibear,0.004609928,138,Xerath,0.005103712,128,Vayne,0.038461798,76,Nami,0.037765663,,,,,,,,,,,,,,,,4,,0.18,,0.76,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.64,,
11,105,Singed,0.004028892,134,Volibear,0.004609928,138,Xerath,0.005103712,128,Vayne,0.038461798,76,Nami,0.037765663,,,,,,,,,,,,,,,,4,,0.18,,0.76,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.64,FALSE,TRUE
12,44,Jax,0.01535539,134,Volibear,0.004609928,17,Cassiopeia,0.009697575,27,Ezreal,0.087241988,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
13,44,Jax,0.01535539,134,Volibear,0.004609928,17,Cassiopeia,0.009697575,27,Ezreal,0.087241988,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,0.15,,0.83,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.58,,
14,44,Jax,0.01535539,134,Volibear,0.004609928,17,Cassiopeia,0.009697575,27,Ezreal,0.087241988,100,Senna,0.068278741,,,,,,,,,,,,,,,,3,,0.15,,0.83,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.58,FALSE,TRUE
15,121,Trundle,0.001650021,92,Rammus,0.009146101,140,Yasuo,0.027926053,46,Jhin,0.03707166,16,Camille,0.001129488,,,,,,,,,,,,,,,,1,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
16,121,Trundle,0.001650021,92,Rammus,0.009146101,140,Yasuo,0.027926053,46,Jhin,0.03707166,16,Camille,0.001129488,,,,,,,,,,,,,,,,1,,0,,0.31,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.07,,
17,121,Trundle,0.001650021,92,Rammus,0.009146101,140,Yasuo,0.027926053,46,Jhin,0.03707166,16,Camille,0.001129488,,,,,,,,,,,,,,,,1,,0,,0.31,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,0.07,FALSE,FALSE
18,95,Rengar,0.00241798,80,Nidalee,0.01092913,79,Neeko,0.004954702,46,Jhin,0.03707166,42,Janna,0.022342847,,,,,,,,,,,,,,,,3,,,,,,,,English,21,Male,2,"This was an interesting experiment and I wonder what exactly is being measured. I also found many comps that were in between somewhat realistic and realistic because of champions being present that were off meta, but since they were the laners preferred champ I put them as realistic. ",Chrome,Windows,1080,1920,9.900133333,10,,,
